NARDIL	RATING	 REASON	SIDE EFFECTS FOR NARDIL	COMMENTS	SEX	AGE	DURATION/DOSAGE	DATE ADDED 
5	atypical depression	weight gain	Nardil was not used during WW1 because it was not invented yet. Nardil only came into use in 1957--long after WW1. Nardil is however, used extensively for fear states.	M	44	1  years45 1X D	11/16/2011
5	depression	none	why are doctors not prescribing this more. saved my life.	M	33	4  years60 1X D	11/12/2011
5	Anxiety and severe depression	It's been so many years taking Nardil I believe there were no side effects.	Nardil was the drug of choice by doctors during WW1. Soldiersriddled with fear couldn't return to the battle field..  The drug gave instant relief of fear. Nardil should be taken with a benzo. to stablize chemical imbalance.	F	65	40  years15 4X D	11/3/2011Email
5	Depression	extreme constipation	Nardil may have saved my life. I was extremely depressed and suicidal. After 4 weeks on the drug and the addition of abilify, I have zero thoughts of self harm and can engage better with others. I have taken ssris and snris for years with very little results.	F	29	7  weeks15 mg 4X D	9/9/2011Email
5	Depression	One bad episode eating non-pasteurized cheese. BP to 220.Nothing else. I drink wine, eat chocolate and just about everything else on the warning list.	When my doctor put me on Nardil the day before I had been sitting in the batroom with a 357 in my mouth. Seeing the doc was my last chance. The drug gave me a complete recovery.It took two weeks. From that day on I married, had a family and built a very lucrative business. With all the potential side effects it is worth it as I was 24 hours from eating a 357 magnum.I am now doing public speaking and wowing the crowds. If they only knew my secret.	M	51	25  years60 MG 2X D	8/22/2011Email
1		DEATH (friend of mine made a suicide after a year on this drug he couldn't stand side-effects anymore).	THIS IS BAD, OLD AND DANGEROUS DRUG.The ratings with this drug (as with many psych drugs) is WRONG. Psychiatry is full of lies and don't blindly trust anything you read from internet.	M	30	  1X D	7/22/2011
5	Depression, Social anxiety disorder	None	Stopped taking pristiq and started Nardil 7 days later. I didn't sleep the first night, but wasn't even tired the next day. I feel amazing and have to constantly ask the people closest to me if I seem manic because I feel so good but feel extra talkative. For the first time in my life (without benzo's) I have absolutely no social anxiety. Life just seems amazing now. I was taking Nardil last year at the same time as a strong painkiller and always looked off my face, and had postural hypotension to the point where I kept waking up in cake, on the floor etc. This time around, minus said painkiller, I am experiencing no side effects whatsoever. Unless the joy for life I have really is mania or true euphoria, in which case I welcome it. I am going to tell my doctor to stop prescribing other ad's as this is the only he should really ever use. I've tried everything and this is the only drug where I have seen a noticeable difference. It felt like waking up from a nightmare. The relief is amazing and I truly believe this medication is a godsend. I'm not even sure it has had time to even kick in but if it gets any better they will have to start calling it ecstacy.	M	27	2  weeks90mg 3X D	7/6/2011Email
1	Depression	loss of affect, sleeping constantly, sensation of electrical shock, tardive dyskenesia.	I stopped taking it when my arm began swinging out without volition, and the symptoms stopped.	F	60	60  days 1X D	6/27/2011
5	Treatment Resistant Depression	Mid afternoon sleepiness, weight gain, insomnia, orthostatic hypotension	This drug saved my life not once, but twice - and I mean literally.  Without this drug, I may have ended up an ECT victim or ending my own life.  In 10 years, the MAOI drugs (Parnate, and Nardil) are the only things that have touched my depression.  I went off Nardil before due to the weight gain - if this happens to you, I strongly advise you don't do what I did and stop taking it.  I am just fortunate it has worked for me again.  I tried every SSRI on the market, Effexor, Wellbutrin, Remeron, Lithium, Lamictal - nothing has worked as well as this drug which has relieved most of my severe, treatment-resistant depression and anxiety.  It makes me feel normal, feel like engaging in meaningful activity, and returning to work eventually.  If you've tried modern antidepressants and they haven't helped, or haven't helped enough, you owe it to yourself to give Nardil or Parnate a try.  (I had to stop Parnate because it ended up making me hypomanic - but Parnate had similar efficacy without the weight gain, not QUITE as good for anxiety.)	M	29	2  weeks30 2X D	6/15/2011Email
5	Major Depression, Suicidal Ideation	postural hypotension, insomnia, extreme fatigue, daytime narcolepsy, constipation, weight gain, temporary impotence, difficulty concentrating, and much more!	Thanks to this rating site and many other online message boards, I decided to try nardil after failing a couple reuptake inhibitors. I had just transferred to a university and the drug trials were profoundly ruining my life for a year. There is no other way to explain the experience other than mental torture. Nardil saved me. The only reason I had almost every side effect to extreme degrees was because I increased to 90mg/day after only 1 week at a lower dose. Had I known the intensity of side effects it would bring on at that rate, I would have been more patient in reaching my appropriate dose. Most of the side effects subsided after 6-8 weeks.	M	23	6  months30 mg 3X D	6/7/2011
4	Anxiety, Depression, OCD	Weight gain, trouble sleeping, sweating, snoring, alternating diarrhea and constipation, flatulence.	Since childhood I have taken over 20 medications for my condition, and Nardil is the best treatment. The positive changes it produces often seem lacking or insignificant, but in truth the changes are profound and mean the difference between being hospitalized and having some quality of life.	M	26	11  months120 MG 1X D	3/21/2011
5	Depression and Anxiety	Insomnia,some difficulty sexually peaking.	After trying 10-15 anti-depressants in 12 years, Nardil is The Only Medicine that not only eliminated my depression (crossing my fingers!) but doesn't make me feel like an anxious situation will completely take over my mind and body.I HAD INSOMNIA IN THE BEGINNING- SO FAR THIS HAS WORKED FOR WONDERFULLY: I'll wake up @ 1 a.m., TAKE 45 MG. OF PHENELZINE, AND GO RIGHT BACK TO SLEEP!  THEN I TAKE THE REMAINING 15 MG. BEFORE 12 A.M.  I DON'T HAVE PROBLEMS SLEEPING ANYMORE!	F	41	80  days60 MG 1X D	3/19/2011Email
4	Treatment resistant depression	Delayed ejaculation, mild erection problems, sleep disturbance, strange ringing in ear when standing (not the normal type), constipation, narcolepsy type sleepiness in the day at times, memory issues, weight gain (about 20% of my weight), some carb cravings.	I tried about a dozen different drugs which had little to no effect. Nardil was the first thing that worked. I'm not 100% on Nardil, but very significantly better - I can function something close to normal most of the time. The side effects are worse at the beginning as you'd expect, but they do see to increase in intensity time to time in waves - I'll have a few weeks of bad side effects then a few months of mild. Overall, you'd have to pry it out of my cold dead hands. After years of ineffective drugs, despite the side effects sucking, I can function.	M	40	2  years60mg 1X D	2/6/2011Email
4	Depression, anxiety	Difficulty achieving erection, inorgasmia, occasional down periods, daytime fatigue and sleepiness.	Only antidepressant out of thirteen over a 15 year period that has actually provided sustained results.  While there are still the occasional down days, I no longer have major depressive episodes.  I do often have ADD-like symptoms, but never hypomania, and since I concurrently take 200mg daily of Provigil, the cause has not been attributed to one or the other drugs, or is perhaps a combination of the two.  I would like to comment on the diet restrictions:  Being the personality type that has to push the boundaries in order to know the playing field, as it were, upon initially taking Nardil I consumed foods from the restricted list, slowly at first until there were no restricted that I don't consume freely.  In four years I have had one hypertensive event where I asked my wife to drive me to the ER when my BP meter indicated a BP of 180 over 250.  Upon arrival, my BP was normal.  I had been told that in an MAOI related crisis, my BP would not have returned to normal this quickly or without intervention.  Was it the Nardil? No one knows, although an hour before checking my BP at home I had consumed nearly 8oz of Societe Roquefort cheese and nearly the same quantity of dry spicy Italian salami, so it is probable.  My psch doctor and everything I've read had prepared me for specific symptoms that included being nauseous or vomiting, severe headache, etc.  The only symptom that signaled concern was an odd feeling that I hadn't experienced before which made me think to check my BP	M	62	4  years45mg 1X D	1/2/2011
5	anxiety and depression		I was on nardil for 18 years, this fall I started to have some anxiety. My Doc. took me off of the nardil and we have tried so many different drugs and nothing has worked. If I were to go back on the nardil would it work for me again.	F	63	18  years45 mg 3X D	12/31/2010Email
5	severe anxiety	cant orgasm, insomnia, diet restrictions	Why are doctors not using this MIRACLE DRUG more often? I AM CURED!!!!!!!!!!!!!!!!!!!!!!!	M	44	7  years45 mg 1X D	12/29/2010
1	Depression	DEATH - my friend died from this drug.	My friend was taking Nardil for depression. She had an allergy and took half an antihistamine. Her blood pressure shot up, she got a cerebral hemorrhage and died after being in a coma for 2 weeks. This drug is VERY DANGEROUS and should not be prescribed to anyone.	F	32	2  years15 4X D	10/31/2010
5	social anxiety	insomnia,lack of libido,headaches,tremor-all gone now and probably went after i was slowly increased to 45mg a day	an excellent drug for social anxiety-when you first take it you are invincible,have verbal diohrea,can talk to strangers about anything(nardil nonsense!)nothing phases you.this eurphoric stage last a few weeks and then you mellow out to a normal stage where the drug just does its job and side effects are then minimal-i have had no issues with any food-i drink alcohol,eat pepperoni,mature cheese in moderation,dont be put off by these very outdated food restrictions	M	45	2  years15mg 3X D	10/13/2010Email
5	Bipolar 2 & Social Anxiety	Insomnia, constipation, low blood pressure, lower libido, in past 5 years, due to Nardil causing high adrenaline levels, blood pressure would spike high after evening dose; that is under control now.	To date, Nardil is the only anti-depressant I can take.  I have tried many others and am treatment resistant.  Nardil has been a life saver for me in spite of some of the side effects.	F	45	19  years30.7 1X D	9/20/2010
5	bi-polar depression	lack of sleep and rem sleep, headaches	this drug saved my life. i was suicidal and i came out of it in three days with a 15mg dose increase. i was out of all options. even more effective then the ect treatments. The only major stressor is the lack of sleep. But I hope to reduce my dose to a maintenance dose soon. Meanwhile, I am living again and in peace.	F	42	1  days90 mg 1X D	8/21/2010
5	Treatment Resistant Depression, GAD	Excessive sweating, carb cravings	After two years of trying every anti-depressant known to man, my P-Doc mentioned MAOI's as a last resort.  He said they were not prescribed often because of the dietary restrictions, but I was desperate for relief. Nardil has been a wonder drug and a savior-My anhedonia has been replaced by motivation and enjoyment and I don't need Klonopin to battle anxiety.  The dietary restrictions are so minimal I can't believe that anyone with depression would not make the trade-off.  Full relief in exchange for no aged cheese, pepperoni and soy sauce is a no-brainer in my book.  I can't recommend this medicine enough.	M	55	1.5  months60mg 1X D	8/13/2010Email
2	Atypical Depression	Repeated fainting/falling upon standing that didn't seem to go away with time resulting in many bruises & bumps to the head. Tiredness during day. Complete lack of headaches (good). Wanting to sleep all the time. Super low blood pressure even after activity. General coordination problems at 60mg which I was only at briefly-even trouble staying in lane while driving.	I think it was helping with my depression, but the low blood pressure/fainting/falling was too dangerous & unnerving to remain on a therapeutic dose. I am on 22.5 mg now just to get by till my next dr's appt. Parnate is next. No food interactions, but I stayed away from restricted foods. Still feel it is worth trying for anyone that hasn't responded to other meds.	F	35	90  days15mg 3X D	6/14/2010Email
5	Migraines and depression	Insomnia, euphoria, weight loss, possibly tardive dyskinesia	I've taken 4 courses of Nardil over 15 years. It quit working after 1 year except this time. Works extremely well for both migraines (the only prophylactic treatment that has) and depression. Staying hydrated increases effectiveness markedly - at least 1/2 gallons of fluids a day, 3/4 is better. Keep Nardil "foods, meds, and supplements to avoid" list readily available for family, friends, doctors and ERs. [***You may contact me for very complete MS Excel worksheet***] You literally can't be too careful. While being prepped for a procedure the OR clinician decided to use lidocaine w/ epi (epinepherine) as opposed to the lidocaine I had approved, on the spur of the moment! I intervened and he argued with me!! Had to get the doc to confirm my wishes. Review & insist on approval for all meds to be given in a hospital/ER setting.	M	55	2  years30 2X D	6/4/2010Email
5	In the 1980's for Major Depression	My side effects were mostly all GOOD with Nardil when I took it back in the mid-eighties for a major depression. No other meds at the time helped me..of course now in 2010 they have a lot of other meds..but none that I have taken have helped like Nardil did. I did have ONE High BP episode when I ate a very small piece of Kilbasa (my mistake). Headache for hours b/c of a spike in BP..but it went away. I also lost weight due to the strict dietary requirements, so that was a plus.	I wish I could take it again now (2010) for depression, but b/c of some health problems that I didn't have years ago, the doctor won't give it to me. That drug saved my life. I told the doctor at the time who prescribed it that I would walk out in the AM and hear the birds singing..things were SO CLEAR. Amazing..and powerful drug. Within 3 mths of starting Nardil, I had a job, lost weight (I needed to lose a lot) and had more energy than I had in years. I thank God for my doctor at the time for trying this drug on me. Please becareful of the dietary restrictions and OTC meds you can't take with it. :) Take Care.	F	48	15  months15-20? 1X D	4/16/2010Email
5	Treatment-resistant depression	Side effects I have are weight gain and insomnia.  Nardil is the only med that worked.  (I take Abilify and others, too).  I can't get the weight off no matter what I do.  I eat like a bird and exercise (not enough, I guess).  HAS ANYONE HAD SUCCESS LOSING  WEIGHT AND TAKING NARDIL?!  PLEASE ADVISE.  Thank you.  Otherwise, it's been a great med for me.		F	57	4  years15 mg. 4X D	2/22/2010Email
4	Dysthymia and Social Anxiety	Weight gain, constipation, lowered libido, insomnia if I don't take olanzapine.	Very pleased with, reduces my social anxiety and depression. Combined with olanzapine it is powerful, only have a few depressed days a month now instead of constant dysthymia. Social anxiety is lowered but not eradicated. Better than any other antidepressant i've tried, inc SSRIs, SNRI, NASSA, tricyclic, reversible MAOI Moclobemide.	F	32	20  months	1/2/2010Email
5	depression,anxiety, social anxiety	weight gain, constipation (stopped after a while)anorgasmia (stopped after a while)	This drug is a LIFE SAVER!!!!!!!!!!!!Before i had this drug, I couldn't leave the house due to crippling anxiety.  It destroyed all anxiety and all depression...It made me feel normal, and not so extremely self-conscious and shyThe SSRI's are useless when compared to this wonderful medicationThankyou Nardil!!!!!	M	31	8  years	12/29/2009Email
5	SEVERE DEPRESSION	N0 NOTICEABLE SIDE EFFECTS. [ONE 15MG PILL TOO MANY CAN CAUSE EXCESSIVE TALKING-- IN WHICH CASE, CUT BACK 15MG]	AMAZINGLY FAST AND EFFECTIVE: 30 MINUTES!WITH 8 OUNCES OF HOT COFFEE: 5 MINUTES!BTW, THE SO-CALLED "DIETARY RESTRICTIONS" ARE RIDICULOUS!I VIOLATED NEARLY ALL OF THEM IN THE LAST 27 YEARS.(SEE HARVARD MEDICAL SCHOOL MAOI STUDY PUBLISHED IN 2002)	M	60	27  years	11/10/2009
5	anxiety		immediately felt much better==amazed	M	52	6  years	11/8/2009
5	treatment resistant Depression	At first I fainted a couple of times when I got up quickly.  Even after a year I am more clumsy than I was.  My blood pressure has got down, which was a good thing.	I am taking nardil (75m per day) along with wellbutrin.  Wellbutrin helps me to make plans and get things done.  Nardil greatly reduces the pain and anxiety.	F	54	1  years	10/18/2009
4	OCD and anxiety	Wieght gain, excessive sweating, also taking Zyprexa that causes wieght gain.	This drug was a miracle drug! Tried all kinds if SSRI's with zero success. My OCD was out of control and this medication gave me my life back. Now I'm looking to get off of it because the side effects are getting to be to much to handle.	M	29	1  years	9/17/2009
4	Atypical depression	First 10 years, postural hypotension, constipation, very dry mouth. Feel warmer than most people all the time. Weight gain of about 20%+ of my body weight from when I started. Crave carbohydrates. Now I wonder if hair loss is from taking Nardil for so many years, but I have no options. Treatment-resistant depression.	Treatment-resistant depression. Docs always seeking adjunct med to add to Nardil. Have tried Lamictal, Trileptal, Topamax. Either the side effects were horrible, or they didn't help. Now my doc is thinking of Abilify, which scares me to death. Side effects can be really bad. Nardil helps my depression only about 75%, and no one has found the drug to enhance that.In 2003, Pfizer changed the manufacturing facility and the coating was changed. The pill looks different and the coating has a horrible taste, which never really leaves the mouth. Many people have complained to Pfizer that the drug is less effective than it was pre-2003; don't know the sites, but if you Google Nardil 2003 changes, you'll find message boards. I also have trouble finding a new psych who knows how Nardil works and really about drugs that don't interact. I have to take Yohimbine HCL 5.4mg twice daily to maintain normal blood pressure. Otherwise, it's VERY low, like 75/50.	M	52	28  years	8/17/2009Email
5	Depression and anxiety	None. I strictly adhered to food list given by doctor.	Only anti-depressant that worked, even better than shock treatments providing I took them regularly. It was my wonder drug.	M	78	3  years	8/11/2009Email
5	Migraines	Weight gain, carb cravings.  Mood swings if I miss more then 1 dose.	Hospital trip expected if I stray off diet.  Hard diet because no leftovers over 2 days old + no cheese = my not eating enough protein.  I eat a lot of eggs - luckily, I like them and have a good source.  This is the only medication that helps me maintain "low pain" headaches instead of 2-3 Migraines a week.  It was given to me after 3 years of failed "migraine regimin" drugs.	F	41	4  years	7/29/2009
5	Anxiety	Occassionally some stimulation, anorgasmia	Best psychotropic for me so far	M	52	16  years	7/26/2009
5	muscular/neurological problems	Sleepiness, hot spells, nightmares (but no REM sleep).	I had several very bad reactions to food.  Blood pressure sky-rocketed, severe headache, nausea, pain in left arm, heart palpitations.I've been to the emergency trip several times.  Once after a reaction I was hospitalized because my blood work showed signs of a heart attack.Apparently I've had many more problems with interactions with food and drink than others.I recommend following the food restrictions carefully, except for those on avocados, soy products, and bananas.	F	47	23  years	7/22/2009
4	Dysthymia + Major Depression	On dosage c.40mg: short term memory loss (not listed as side effect in literature), slowed digestion, increased appetite - especially for carbohydrates,	After trying a series of SSRI's, tricyclics, SSNRI's etc I tried Nardil and it has worked well. Dietary restrictions are not a concern for me and occasional alcohol, cheese etc are fine. I split dosage into 3 times/ day. Can be a hassle to travel with as you are meant to keep them refrigerated.	M	36	4  years	7/4/2009
5	Depression	Weight gain, occassional dry mounth, insomnia, occassional Postural hypotension	I was suffering from a debilitating depression. The pain was constant and unbearable.  I felt worthless and hopeless. None of the  new class of drugs worked.  I had taken Nardil in 1987 to lift me out of similar depression and it worked so my doctor and I thought we should try it again.  This time it started working after about three weeks.   The drug hasn't solved all my problems, but I couldn't expect it to.  Right now I feel the absence of depression.  I feel much, much better.	M	43	5  weeks	7/3/2009
3	Social Phobia	Jaw clenching (in the beginning), anorgasmia (did go away), huge increase in appetite	I took this for an extreme case of social phobia and was on 75 mg/day. It was never even mentioned by doctors, but I found info on it online. I brought this up to my dr and he agreed to give me the prescription. Supposed to be the "gold standard" for social phobia. However, it did not help me at all. I was on it for 8 months so I did give it an honest try. It caused anorgasmia, but this did go away by about the 4th month. My appetite was insatiable, I just wanted to eat all the time and was insatiable. On the plus side, I had daily chronic headaches, and Nardil completely obliterated them. Now that I"m off of it, the headaches have returned. I've been on other meds in the past to prevent headaches, but Nardil worked better than any of them, by far! Too bad it didn't help the social phobia.	F	39	8  months	6/13/2009
5	depression anxiety	sleeplessness weight gain less sex drive	Had a problem having to take any meds ! Had a problem knowing I suuffered from depression but realised if you need to take meds to get your life back then so be it! Chemists sometimes gave a 'funny' look to me with comments like,"be very careful with this drug; it can be dangerous". Food and wine avoidance is a pain - I cheat lots! and have found no problems. Read somewhere list of foods to avoid has been reduced but can't seem to find it. Only drug I found worked for me.	F	53	15  years	3/14/2009
4	depression and social anxiety	weight gain, sleepiness during day, insomnia at night, wild variations in bp,	It has helped and I've tried everything in the book over the last 15 years. 45mg dose seems to make me irritable any really lowered bp. It's my experience that most foods on list do not cause problems. I cant seem to sleep longer than 4-5 hours at night and that is with ambien cr and a muscle relaxer. chronic headaches.	M	43	8  weeks	2/16/2009
3	Social Anxiety, dysthymia	severe weight gain due to craving of sweets, extreme narcolepsy like sleepiness in afternoons, sexual inorgasmia, urinary hesitancy	Definitely helped anxiety and depression but not completely but has helped more than SSRIs. I am going to taper off due to weight gain/sleepiness but it was a hard decision. Going to try Parnate instead. Hopefully it won't cause same SEs. Tried Provigil for sleepiness - did not work at all.	F	35	8  weeks	12/28/2008
5	depression	anorgasmia, orthostatic hypotension, insomnia, hypersomnia, myclonic jerks, constipation, farting, excessive sweating, slow metabolism	worked great after 1 month. side effects almost all gone by 3rd month, except minor constipation and softer-than-before stool and excessive sweating. eating more salt relieves the embarassing sweating. complete success in recovery... combined with modafinil. without modafinil I will usually feel too "tired"/groggy and it blunts my functioning. with it, my appetite is decreased, attention increased.	M	20	4  months	8/3/2008
5	atypical depression	postural hypotension, anorgasmia and weight gain. Diurnal somnolence at the beginning but improves over time. Insomnia is not as worse, because I'd say is much rather a lessening in the total amount of sleeping time, wich is not always a bad thing.	Side effects apart, the medication is exactly what I needed. I suffered from mild social phobia but severe apathy, anergia, lack of concentration and anhedonia (lack of motivation and unable to enjoy anything). The treatment brought me back to my previous personality, and I have been feeling exactly what I expected for 2 years. The main issue that makes me think about a change is the weight gain. I am wondering to pass to tranylcipromine, but I am not sure about it. Any suggestions?	M	31	2  years	5/4/2008Email
